vertex,flat_x_mm,flat_y_mm,source_x_mm,source_y_mm,source_z_mm,u,v
0,10.277584223324645,156.1313710984613,-4.87505251516865,389.649996632632,-43.3769761417565,1.0,7.58339963903707e-16
1,10.277584223324679,5.078161444691716,-2.63905987965693,238.65,-46.7049468475562,1.0,0.9999999999999999
2,5.0,5.0,2.6391031075871,238.65,-46.704946847555505,-2.0324898007647404e-15,0.9999999999999997
3,5.401616663693258,156.0587469350966,2.16139646472463e-05,389.649996632632,-43.396799006333396,1.3688427539746641e-15,7.497006205708496e-16
4,7.026954449613495,156.081922647098,-1.6249642411257368,389.6499966326319,-43.437799116930066,0.3333333333333342,7.525804016818021e-16
5,8.652277084972152,156.1061374786632,-3.2504538143520127,389.6499966326319,-43.43118960519182,0.666666666666667,7.554601827927545e-16
6,6.937718201864234,105.72996723459826,-0.7900710063451661,339.3166644217546,-44.52684333468028,0.3333333333333333,0.3333333333333338
7,8.607661701385524,105.75479515744996,-2.4601932471256673,339.31666442175447,-44.52243699363881,0.6666666666666666,0.3333333333333338
8,6.848446231389396,55.37801103699161,0.04482221813184095,288.9833322108772,-45.61589582156313,0.3333333333333333,0.6666666666666669
9,8.563013870957864,55.40345163705497,-1.6699327368423391,288.98333221087717,-45.613692651028785,0.6666666666666666,0.6666666666666669
