vertex,flat_x_mm,flat_y_mm,source_x_mm,source_y_mm,source_z_mm,u,v
0,5.000000000000014,210.00000000000009,51.2811927542179,-335.0,-14.2838533788156,1.120167121557441,205.00000000000009
1,9.108571473146199,210.0,49.457078497472374,-334.9999999999999,-17.964223381384834,1.0454893134536114,205.0
2,13.217142946292377,210.0,47.363461634075904,-334.99999999999994,-21.498241576976902,0.9708115053497819,205.0
3,17.32571441943856,210.0,45.01201236923875,-334.99999999999994,-24.866208698605398,0.8961336972459524,205.0
4,21.434285892584747,210.0,42.415838113367194,-334.99999999999994,-28.049351078490993,0.8214558891421229,205.0
5,25.54285736573093,210.0,39.58941041894884,-334.99999999999994,-31.02992529593614,0.7467780810382934,205.0
6,29.651428838877116,210.0,36.548484313459035,-334.99999999999994,-33.79131708241349,0.6721002729344638,205.0
7,33.7600003120233,210.0,33.31001047794203,-334.99999999999994,-36.31813393255233,0.5974224648306343,205.0
8,37.86857178516948,210.0,29.892040760799098,-334.99999999999994,-38.59629090479276,0.5227446567268048,205.0
9,41.977143258315664,210.0,26.313627553467647,-334.99999999999994,-40.613089133438784,0.4480668486229753,205.0
10,46.08571473146185,210.0,22.594717588889452,-334.99999999999994,-42.35728661446976,0.3733890405191458,205.0
11,50.194286204608034,210.0,18.75604075475493,-334.99999999999994,-43.81916087053723,0.2987112324153163,205.0
12,54.30285767775422,210.0,14.818994541298958,-334.99999999999994,-44.99056314584058,0.22403342431148676,205.0
13,58.4114291509004,210.0,10.805524767757362,-335.0,-45.86496382878966,0.14935561620765725,205.0
14,62.52000062404659,210.0,6.738003252336792,-335.0,-46.43748884926003,0.07467780810382774,205.0
15,66.62857209719267,210.0,2.6391031075880904,-335.0,-46.7049468475556,0.0,205.0
16,66.62857209719266,5.0,2.63910310758774,-130.0,-46.7049468475556,0.0,0.0
17,62.52000062404648,5.0,6.73800325233652,-129.99999999999997,-46.43748884925999,0.07467780810382939,0.0
18,58.411429150900304,5.000000000000001,10.805524767757083,-129.99999999999997,-45.86496382878963,0.14935561620765878,0.0
19,54.30285767775413,5.000000000000001,14.818994541298668,-129.99999999999997,-44.99056314584053,0.22403342431148815,0.0
20,50.19428620460795,5.000000000000001,18.756040754754633,-129.99999999999997,-43.81916087053718,0.29871123241531755,0.0
21,46.08571473146178,5.000000000000001,22.594717588889143,-129.99999999999994,-42.357286614469714,0.37338904051914695,0.0
22,41.97714325831559,5.000000000000002,26.313627553467338,-129.99999999999994,-40.61308913343873,0.44806684862297635,0.0
23,37.86857178516942,5.000000000000002,29.89204076079878,-129.99999999999994,-38.59629090479271,0.5227446567268057,0.0
24,33.760000312023244,5.000000000000002,33.31001047794171,-129.99999999999994,-36.31813393255229,0.5974224648306351,0.0
25,29.651428838877067,5.000000000000003,36.54848431345871,-129.99999999999994,-33.791317082413435,0.6721002729344645,0.0
26,25.54285736573089,5.000000000000003,39.589410418948496,-129.99999999999991,-31.029925295936096,0.7467780810382939,0.0
27,21.43428589258471,5.000000000000003,42.41583811336686,-129.99999999999991,-28.049351078490957,0.8214558891421233,0.0
28,17.325714419438533,5.000000000000003,45.0120123692384,-129.99999999999991,-24.86620869860537,0.8961336972459527,0.0
29,13.217142946292348,5.0000000000000036,47.363461634075556,-129.99999999999991,-21.49824157697687,0.9708115053497822,0.0
30,9.108571473146185,5.0000000000000036,49.45707849747202,-129.99999999999991,-17.964223381384816,1.0454893134536114,0.0
31,5.0,5.000000000000089,51.2811927542176,-130.0,-14.2838533788156,1.120167121557441,8.526512829121202e-14
