vertex,flat_x_mm,flat_y_mm,source_x_mm,source_y_mm,source_z_mm,u,v
0,215.62525879790874,16.143681742363356,493.950917092591,-108.949666044573,-641.177557633623,0.21283134386312721,0.5306230195442825
1,216.01410411048397,11.984558367285501,489.77761870266903,-108.7789853727,-641.114617202001,0.2127921718621414,0.5350339291937787
2,228.7592583421062,13.115456258723555,490.240391053999,-95.9921406659749,-641.1038297127631,0.17018561473575683,0.5350976967994079
3,216.1887480782653,152.53734478932478,630.1560227976893,-101.00478579067826,-643.2132098002515,0.16432712736515603,0.38724645190947293
4,204.17264364975256,291.820036246687,770.071654541392,-106.01743091537901,-645.3225898869081,0.1563137539087375,0.2393952071089623
5,242.07397795549542,294.7100581611382,771.43243731999,-68.03453418185899,-645.2899110054831,2.0455124055880029e-16,0.23959926921986946
6,210.63329221663096,519.6768469098567,997.606962855519,-89.95967563609119,-648.7190021020481,-9.54759209323011e-17,-1.4179432889549553e-16
7,170.94030845928813,516.3533359845248,995.9775342019587,-129.78252497781645,-648.7487709326875,0.22222222222222204,-1.0761915954117684e-16
8,157.72560040739396,515.229896158238,995.4343743967532,-143.05678900916791,-648.759460973522,0.2962962962962961,-9.622743642307062e-17
9,147.97953002536573,514.4145297282075,995.0385225129907,-152.84834866354504,-648.5583902286908,0.3509494570955897,-8.78224218057796e-17
10,140.66902076666483,513.8191201194329,994.7517099770346,-160.17220355696682,-648.0043607458966,0.39193932769505985,-8.151866084281134e-17
11,139.29767592956458,513.7134459156189,994.7005801168865,-161.5349441350981,-647.8039259181021,0.3996249284324605,-8.03367056622548e-17
12,137.24082106331858,513.5544061992446,994.6281382956591,-163.55360610657013,-647.3634924048556,0.4111533295385616,-7.856377289141995e-17
13,136.6157069886274,513.5082610674242,994.6072726542211,-164.15836206427736,-647.1951369448942,0.4146550813745397,-7.802524456227888e-17
14,136.3256005828266,513.4867652555108,994.5982626392101,-164.43312171999443,-647.0981990297119,0.41627626278008517,-7.777592589138024e-17
15,136.1078904587371,513.4709768997875,994.5919313448744,-164.6350378138583,-647.0143407436487,0.4174921488342443,-7.758893688820625e-17
16,135.87014507971355,513.4542920769263,994.5855528163848,-164.84969469080798,-646.9098614698755,0.4188217202344673,-7.738446441323548e-17
17,135.72837402596946,513.444529023001,994.582067010146,-164.97395133434074,-646.840397045188,0.41961540960168064,-7.726240430480891e-17
18,135.5865985861788,513.4354867780568,994.5788534157091,-165.09478183445768,-646.7651847453775,0.420409098968894,-7.714034419638235e-17
19,135.428630629794,513.4254996744793,994.5756027649009,-165.22506257078552,-646.6747651854179,0.4212930302516546,-7.70044059405957e-17
20,135.2705355309348,513.4156741119543,994.5726904166029,-165.35073017840315,-646.5778343255896,0.42217696153441503,-7.686846768480905e-17
21,135.11232062798206,513.4061800483372,994.5701098262273,-165.47166258357555,-646.4748942278958,0.4230608928171755,-7.673252942902242e-17
22,134.90317503786878,513.3943683024539,994.5672472976831,-165.62323413800763,-646.3296906246829,0.42422946143065265,-7.655281729281767e-17
23,134.72896569618123,513.3851290158693,994.5654065280642,-165.74088489663507,-646.2003965435458,0.42520326860855034,-7.640305717931369e-17
24,134.59827086428785,513.3786711970544,994.5643897575131,-165.82312548607678,-646.0982687351349,0.42593362399197354,-7.629073709418572e-17
25,134.45533870608043,513.3722055829306,994.5636809914156,-165.90613595438495,-645.9813672433392,0.4267322676037469,-7.616791508109828e-17
26,134.32301282297234,513.3667526152842,994.5634517617572,-165.97536059166734,-645.8681342606865,0.4274717524294629,-7.605419099490622e-17
27,134.20391300569275,513.3622090158312,994.5636391969081,-166.03035625659945,-645.7620944927413,0.42813728877260726,-7.595183931733335e-17
28,134.09678106122766,513.3588151514846,994.5641614328489,-166.0729874448761,-645.6634919207376,0.4287362714814373,-7.585972280751777e-17
29,134.0099801432211,513.3565093170107,994.5648659556641,-166.10188175533534,-645.5814061353551,0.42922144747558955,-7.578510843456715e-17
30,133.93159509208309,513.3547404643921,994.565760032327,-166.12260590403315,-645.5056130698332,0.4296581058703266,-7.57179554989116e-17
31,133.85292033592003,513.3532200418795,994.5669105128704,-166.13793831827329,-645.428258473071,0.43009476426506366,-7.565080256325604e-17
32,133.774080021487,513.3520791847433,994.568309375952,-166.1477845889821,-645.349859442214,0.4305314226598007,-7.558364962760048e-17
33,133.69627234032612,513.3514949101761,994.5699247709964,-166.1520331362113,-645.2720006120607,0.4309621967923224,-7.551740162240473e-17
34,133.6195977850703,513.3511419219126,994.5717397611335,-166.150819568978,-645.1951776625441,0.4313871659569747,-7.545204635312914e-17
35,133.5431037048535,513.3511146766593,994.5737670171131,-166.14415303958603,-645.1188229112295,0.4318121351216269,-7.538669108385355e-17
36,133.46684310537734,513.3514456248602,994.5759976640729,-166.1319955147518,-645.043390258278,0.43223710428627915,-7.532133581457796e-17
37,133.3907157162528,513.3520430118192,994.5784104835041,-166.1147446179184,-644.9690953655563,0.4326620734509315,-7.525598054530235e-17
38,133.31463243201551,513.3530622082801,994.5809774916389,-166.09303674548306,-644.8960233221236,0.4330870426155837,-7.519062527602676e-17
39,133.238601125267,513.354468505578,994.58367129542,-166.0674967547588,-644.8242540490631,0.4335120117802359,-7.512527000675117e-17
40,133.1626001790241,513.3561004263211,994.5864732986823,-166.0385630920523,-644.753816433752,0.4339369809448882,-7.505991473747558e-17
41,133.0865766071943,513.3578715138099,994.5893711641671,-166.00654157402943,-644.684703053545,0.43436195010954043,-7.499455946819999e-17
42,132.98515484688068,513.3602883946983,994.5933630117117,-165.95956655166782,-644.594597628732,0.43492857566241006,-7.490741910916587e-17
43,132.87103508835133,513.3628775705336,994.5979957834355,-165.9016925464739,-644.4959994968448,0.4355660294093884,-7.480938620525247e-17
44,132.75695854742122,513.3660760387904,994.6027475088738,-165.83932512483727,-644.4002223934654,0.4362034831563667,-7.471135330133911e-17
45,132.60486085804584,513.3711518150383,994.6092308625858,-165.75031423809114,-644.2765109950315,0.43705342148567106,-7.458064276278794e-17
46,132.43380046909928,513.3773041720449,994.6166720523871,-165.64386639754912,-644.1421523420737,0.4380096021061385,-7.443359340691787e-17
47,132.20576387734934,513.3860346641109,994.6267695326078,-165.49382880602542,-643.9697824619138,0.43928450960009496,-7.423752759909114e-17
48,131.86368214501366,513.3997769586354,994.6421662717709,-165.25623429705624,-643.7226415927568,0.4411968708410297,-7.394342888735104e-17
49,130.58166152076416,513.4526458107564,994.700851370886,-164.3092573007435,-642.8543049122604,0.44836822549453514,-7.284055871832558e-17
50,129.88083414353616,513.4836453983212,994.7333909032246,-163.7592382897573,-642.4172251435143,0.45228916365133925,-7.223756445341094e-17
51,129.23171902267083,513.5143217686771,994.7637843893223,-163.22454548315918,-642.0462567154469,0.45591966194467637,-7.167923643034181e-17
52,128.58278022746376,513.545108713254,994.7942872510511,-162.6689417326872,-641.7077465985808,0.4595501602380135,-7.112090840727269e-17
53,127.93398175153388,513.5780128102238,994.8248037295227,-162.0967495415082,-641.3981686007814,0.46318065853135054,-7.056258038420357e-17
54,127.06944112644584,513.628957284584,994.8654097004438,-161.31520767176994,-641.0221340316081,0.4680213229224668,-6.98181430201114e-17
55,126.09639858859526,513.6840516654565,994.9108974314693,-160.41676779727803,-640.6417190156236,0.4734670703624725,-6.89806509855077e-17
56,124.79874595450863,513.7524532893503,994.9711741994379,-159.19689168268636,-640.1898328528271,0.48072806694914677,-6.786399493936946e-17
57,122.85247771524934,513.8624858215017,995.0608486430692,-157.3377245506223,-639.5964803980546,0.4916195618291581,-6.618901087016208e-17
58,120.66339969114111,513.9918437763997,995.160689902322,-155.2186657067812,-639.023262897491,0.5038724935691709,-6.430465379230379e-17
59,117.74451580927669,514.1666366515021,995.2919377543822,-152.3580597710829,-638.4031559297607,0.520209735889188,-6.179217768849272e-17
60,114.4607721019936,514.3670489111954,995.4370882493262,-149.10845821154047,-637.8703955139554,0.5385891334992071,-5.896564207170528e-17
61,111.1762546526688,514.5640859151197,995.5793414040976,-145.8357243313865,-637.5048902942369,0.5569685311092264,-5.613910645491782e-17
62,107.89221612858987,514.7689709484803,995.7184415689082,-142.54876735178297,-637.3019084528506,0.5753479287192456,-5.3312570838130375e-17
63,98.55744539864651,515.3446399126958,996.1021318271754,-133.191244863848,-637.2597023474559,0.627572539731549,-4.5281038671990387e-17
64,89.55129979782618,515.9216097539729,996.4615148497562,-124.17082580878031,-637.6752856813964,0.677966232041853,-3.753108031106708e-17
