vertex,flat_x_mm,flat_y_mm,source_x_mm,source_y_mm,source_z_mm,u,v
0,125.07121503342893,171.930506712692,-214.33216622235733,260.7199005310694,-487.4239705616381,0.337649405246121,0.33333333333333337
1,152.4500449939565,169.29100379198485,-207.2266036645788,286.802997803188,-492.4867102095386,0.2004583937679594,0.3545321637426506
2,147.6883856336945,196.99182742632252,-230.68534290899413,288.3720224509791,-477.0516417057137,0.21070521470949047,0.2722953216374147
3,56.8424440514967,172.87149692573615,-219.61287261742697,266.13322474251686,-496.00002701720587,0.690488045191056,0.33333333333333337
4,39.69009200672642,196.99421819379995,-236.18719484982395,288.2501984901737,-485.40113692410273,0.7892949783460701,0.2722953216374216
5,34.926897209814854,169.29262430289845,-212.72848519387344,286.68117318722415,-500.83625033077163,0.7995417570313182,0.35453216374267366
6,120.89919395626033,253.88700828318522,-281.92288592577904,274.96416431256426,-443.0934364920171,0.33635443540854715,0.09502923976608245
7,121.41615846681191,253.97559927652557,-281.9019648045393,275.4876728222576,-443.1148561978781,0.3332502377571583,0.09502923976608245
8,113.59742904734784,263.63250099450084,-291.1808213993371,270.0140502947466,-436.92081363221934,0.37764671187718474,0.06335282651072166
9,120.72223271798671,253.85680690820652,-281.93004660133766,274.7849838752081,-443.08610525782865,0.33741690442382494,0.09502923976608245
10,120.57431503796796,253.83156515820627,-281.93603204641454,274.63521140120105,-443.0799772832121,0.33830499592484614,0.09502923976608245
11,120.42639744133847,253.80632606325577,-281.9420175035146,274.4854389357817,-443.07384932774164,0.3391930874258673,0.09502923976608245
12,120.2466779832976,253.77566334956535,-281.94928984850475,274.30346540074,-443.0664038851169,0.3402721185996079,0.09502923976608245
13,120.06695909500594,253.74500413870746,-281.9565622076898,274.1214918758482,-443.0589584650977,0.34135114977334857,0.09502923976608245
14,119.86727228426226,253.71094253533272,-281.96464262105786,273.91929908062843,-443.0506857989193,0.3425500732997271,0.09502923976608245
15,119.66758653049901,253.67688528189262,-281.9727230468618,273.7171062943207,-443.0424131525473,0.3437489968261056,0.09502923976608245
16,119.4878706616669,253.6462365824377,-281.9799954385045,273.5351327926893,-443.03496778422266,0.34482802799984624,0.09502923976608245
17,119.3081778811563,253.61546401065104,-281.9872678360984,273.35315929534556,-443.0275224253787,0.3459070591735869,0.09502923976608245
18,119.12853655130463,253.58442418614777,-281.99454023769107,273.1711858009009,-443.020077072907,0.3469860903473275,0.09502923976608245
19,118.950615386032,253.55413639278396,-282.00173996126546,272.99103094252155,-443.012706132164,0.3480543377341025,0.09502923976608245
20,118.75292520526096,253.52048791996228,-282.0097396541739,272.7908588777536,-443.00451619808825,0.34924127927496357,0.09502923976608245
21,118.55523575174524,253.48684057058492,-282.01773934462096,272.5906868113022,-442.9963262601003,0.35042822081582464,0.09502923976608245
22,118.357547217673,253.45319402251567,-282.0257390300078,272.3905147413194,-442.9881363140628,0.3516151623566857,0.09502923976608245
23,118.15985979878451,253.41954799021767,-282.0337387077357,272.19034266595713,-442.9799463558382,0.3528021038975468,0.09502923976608245
24,117.98194493643956,253.38925133812012,-282.0409384089946,272.01018779200416,-442.9725753795964,0.35387035128432176,0.09502923976608245
25,117.79692509485892,253.35512689902217,-282.0484439104228,271.82238073827244,-442.9648912999661,0.35498397303516827,0.09502923976608245
26,111.6932117516095,263.3053457635488,-291.2578869631522,268.08539522743223,-436.8418864560298,0.38934160836432924,0.06335282651072166
27,111.44834147582345,263.26365465388835,-291.2677936901854,267.8374529396913,-436.8317388992266,0.3908450676494199,0.06335282651072166
28,112.642348324175,263.46694109000106,-291.2194860951618,269.0464455724618,-436.88121739452833,0.3835140363939309,0.06335282651072166
29,112.39500940968679,263.42483218064075,-291.22949336322097,268.79600074188016,-436.8709682517995,0.3850326728606771,0.06335282651072166
30,111.92636439491217,263.34504266775326,-291.2484541370751,268.32147342408723,-436.851548240297,0.3879100893239854,0.06335282651072166
31,113.15004000080002,263.5533691948655,-291.1989444710652,269.5605162523175,-436.9022544870402,0.38039683522534684,0.06335282651072166
32,112.90270376061623,263.5112642534055,-291.20895199246405,269.31007160910065,-436.89200574839083,0.38191547169209294,0.06335282651072166
33,112.16068731775115,263.3849380289146,-291.2389738115587,268.5587371283941,-436.8612583439982,0.3864713810923313,0.06335282651072166
34,111.1905360498586,263.2200460166657,-291.2782216623539,267.57646093841845,-436.82105700281545,0.392427656370568,0.06335282651072166
35,113.38435478208753,263.5932694764772,-291.1894635550234,269.79777951989934,-436.91196364884865,0.37895812699369263,0.06335282651072166
36,134.48172301621446,198.39838051482687,-234.21862989017848,275.81824075460474,-474.54022687608017,0.2798527181579967,0.2616959064327491
37,142.94526217293443,224.6953570389662,-254.14408032594798,289.941047139237,-461.61657042856604,0.22205603106987248,0.19005847953216481
38,129.25126678175297,197.504182019567,-234.43032513484948,270.5205132512758,-474.3234373305572,0.3079901685951732,0.2616959064327491
39,124.02098130546942,196.60679318647408,-234.64202818236058,265.2227906386247,-474.1066601411762,0.3361276190323498,0.2616959064327491
40,123.52574475765121,196.52172611613724,-234.66207443027494,264.7211610512355,-474.086134836476,0.3387918935354133,0.2616959064327491
41,69.53362240228375,253.36385893762986,-287.5482932851642,271.7482812734601,-451.3161943004582,0.6452994507657775,0.09502923976608338
42,76.25430405038117,263.2082670261149,-296.7825809880588,267.38873422191455,-445.16766380173055,0.607173259815704,0.06335282651072228
43,76.03386938583336,263.2456444502181,-296.7736649753661,267.6118715314585,-445.17679557342296,0.6085263102429823,0.06335282651072228
44,75.81346559214984,263.2832035120518,-296.7647489846347,267.83500885349105,-445.18592737976223,0.6098793606702609,0.06335282651072228
45,75.59306247655115,263.32076545686783,-296.755833014578,268.0581461872624,-445.1950592187168,0.6112324110975395,0.06335282651072228
46,75.3726598664741,263.35832780996355,-296.7469170639093,268.2812835320228,-445.20419108825496,0.6125854615248181,0.06335282651072228
47,75.1522579689798,263.39589021431726,-296.738001131342,268.5044208870224,-445.213322986345,0.6139385119520965,0.06335282651072228
48,74.93185699557367,263.4334522595053,-296.7290852155895,268.72755825151137,-445.2224549109553,0.615291562379375,0.06335282651072228
49,74.71145716269797,263.47101352905344,-296.72016931536524,268.95069562474004,-445.23158686005434,0.6166446128066535,0.06335282651072228
50,74.49105871633654,263.5085737906456,-296.71125342938257,269.17383300595856,-445.2407188316103,0.6179976632339321,0.06335282651072228
51,74.27066186098864,263.5461325996572,-296.70233755635485,269.39697039441705,-445.24985082359154,0.6193507136612104,0.06335282651072228
52,74.05027315006924,263.583726829071,-296.6934216949955,269.6201077893659,-445.2589828339665,0.620703764088489,0.06335282651072228
53,73.83058695654285,263.6252146720868,-296.68450584401785,269.84324519005514,-445.26811486070346,0.6220568145157676,0.06335282651072228
54,69.36524049212633,253.3961639057191,-287.541454994264,271.9194211961667,-451.3231981614254,0.6463142385862365,0.09502923976608338
55,69.19622678891102,253.42498936580995,-287.5346166969859,272.09056111446904,-451.3302020122517,0.6473290264066954,0.09502923976608338
56,69.0272053944322,253.45377796732592,-287.5277783928823,272.2617010280835,-451.33720585222767,0.6483438142271543,0.09502923976608338
57,68.85818306802341,253.48256960489613,-287.5209400815052,272.43284093672645,-451.34420968064404,0.6493586020476132,0.09502923976608338
58,68.68915909807421,253.51136038967303,-287.514101762407,272.60398084011433,-451.3512134967913,0.650373389868072,0.09502923976608338
59,68.52013492511651,253.54015917116635,-287.50726343513986,272.7751207379635,-451.3582172999601,0.6513881776885309,0.09502923976608338
60,68.35117360553312,253.56933394925977,-287.5004250992559,272.9462606299904,-451.36522108944104,0.6524029655089898,0.09502923976608338
61,68.1821773137261,253.59833957914475,-287.49358675430744,273.1174005159113,-451.3722248645247,0.6534177533294487,0.09502923976608338
62,68.013151951492,253.62718456243834,-287.4867483998466,273.2885403954427,-451.3792286245017,0.6544325411499076,0.09502923976608338
63,67.84412486133934,253.6560279458592,-287.4799100354257,273.4596802683009,-451.3862323686627,0.6554473289703664,0.09502923976608338
64,67.67509719994257,253.68487590362335,-287.4730716605968,273.63082013420234,-451.39323609629827,0.6564621167908253,0.09502923976608338
65,67.50606835799604,253.7137240183381,-287.46623327491227,273.80195999286343,-451.400239806699,0.6574769046112843,0.09502923976608338
66,67.3370400987362,253.74258180589686,-287.4593948779242,273.9730998440005,-451.40724349915547,0.6584916924317432,0.09502923976608338
67,67.16800780965102,253.77142091761658,-287.45255646918486,274.14423968733,-451.4142471729583,0.6595064802522019,0.09502923976608338
68,66.99898331019088,253.80031033489843,-287.4457180482464,274.31537952256826,-451.4212508273982,0.660521268072661,0.09502923976608338
69,66.82994781964805,253.82913700081275,-287.4388796146611,274.4865193494317,-451.42825446176556,0.6615360558931198,0.09502923976608338
70,66.66103748177082,253.8586901679393,-287.4320411679825,274.6576591676376,-451.43525807535326,0.6625508437135785,0.09502923976608338
71,113.71716342605883,186.55461387471314,-228.30320171215055,252.93290859637762,-478.1042773115594,0.3931087118662912,0.28557504873294387
72,114.14388432436581,170.05358978879633,-214.77453484858574,249.64952157959297,-486.9709575295871,0.393924306120474,0.33333333333333337
73,122.0400862470806,196.2662637904216,-234.72221362129594,263.2162725783046,-474.0245596315633,0.34678471704460323,0.2616959064327491
74,120.71619281155823,196.0394509649405,-234.7757980564585,261.87540884070773,-473.96969593195394,0.35390636628976974,0.2616959064327491
75,136.92785581747557,141.7590474866547,-187.58796424878196,265.5021097740457,-505.1165965262793,0.2883069550542755,0.4261695906432313
76,142.6946803153275,142.7552239392534,-187.35449131737548,271.34503748452704,-505.355708971629,0.26016950461709903,0.4261695906432313
77,131.1607501996592,140.76491199874724,-187.82144175409135,259.6591844527218,-504.87749127534914,0.31644440549145203,0.4261695906432313
78,65.33766529128641,196.26600190751313,-240.22405384023784,263.09441315289155,-482.37403342958737,0.6532154006824626,0.26169590643275004
79,73.66085112772748,186.55547098993486,-233.80506158423722,252.81102784716418,-486.4537788113901,0.6068913666184198,0.2855750487329445
80,66.66171802563318,196.04007823904107,-240.27763430057325,261.7535450657846,-482.3191632467758,0.6460937514372962,0.26169590643275004
81,64.34748447725835,196.43747602404557,-240.18396405251033,264.0976751606894,-482.4150884428262,0.6585439496885892,0.26169590643275004
82,62.30629778399984,171.9317735895051,-219.83405606763313,260.59802990178076,-495.77351864433837,0.662350594753879,0.33333333333333337
83,75.92131526004391,224.72048258941234,-265.3322794520684,259.13725728296913,-465.771317509551,0.6016140666739631,0.1744639376218334
84,63.357236778291934,196.60842999014463,-240.14387435269074,265.1009369924344,-482.4561435717738,0.6638724986947152,0.26169590643275004
85,44.432031763807004,224.6980418358082,-259.64590515313404,289.81922377879,-469.96602449985096,0.7779442043842584,0.19005847953216667
86,52.89700184164508,198.40164703457617,-239.72048713727895,275.6963984175301,-482.88972829109053,0.7201473995690687,0.26169590643275004
87,141.04529697999823,84.6374305137212,-140.2710965165538,256.6614190176466,-536.1666483087777,0.2883069550542755,0.592836257309898
88,147.35703591898954,85.7316590493283,-140.01555282902106,263.0568143931499,-536.4283769977943,0.26016950461709903,0.592836257309898
89,162.01685381679724,113.88286052492788,-160.30912568901277,283.66494849624115,-523.35684799611,0.18268960398807702,0.5190058479531292
90,134.73245071321884,83.54772687605453,-140.5266441381513,250.26602521388972,-535.9049257586432,0.31644440549145203,0.592836257309898
91,131.38631581633894,57.34334596059301,-119.77583817212805,241.10087642708118,-549.4447528954562,0.337649405246121,0.6666666666666667
92,169.03632899227267,32.408090993005885,-92.60928628177001,272.1517969224908,-567.7991646399938,0.1901394021454456,0.7573099415204484
93,174.7747190725924,18.586828144344224,-80.30050389126815,274.6182796099087,-575.9459672008894,0.17367427505708788,0.8000000000000008
94,178.41598294414706,19.217401590819804,-80.15324535852227,278.3037650542854,-576.0968002197932,0.1588630638750276,0.8000000000000008
95,171.60114949952367,58.47409244870204,-113.3916564700898,280.52689899540064,-554.2269990716115,0.1678144019116137,0.683479532163657
96,44.68370198892816,142.75533038908674,-192.8564309364691,271.22319208459515,-513.7053352667236,0.7398305335815031,0.4261695906432584
97,56.21773272611148,140.76778133400683,-193.3233958699304,259.53733568395137,-513.2271392605782,0.6835556327071497,0.4261695906432584
98,41.80099715069568,143.25646664326004,-192.7396885572891,274.1446565456407,-513.8248825635017,0.7538992588000916,0.4261695906432584
99,25.363539069245235,113.88255587038233,-165.81106454649455,283.5431226108954,-531.706475117419,0.8173104724091271,0.5190058479531835
100,155.3369442402136,30.030386877142973,-93.16393051764346,258.27060947537353,-567.2310641007725,0.24641430301979916,0.7573099415204484
101,157.6033976024466,61.88181208059967,-118.71454751148154,267.66138872382345,-550.5317294497622,0.225099603497414,0.6666666666666667
102,148.4873890348241,28.842765103866896,-93.44125404236684,251.33001567166207,-566.9470159610904,0.27455175345697563,0.7573099415204484
103,52.644327715760284,83.55204347655561,-146.02871011529206,250.1441913210918,-544.2547452662096,0.6835556327071497,0.5928362573099251
104,49.42830980199031,58.48187029631356,-125.0126195363197,247.6191658347726,-558.0663738892109,0.690488045191056,0.6666666666666667
105,55.9829328583983,57.34930305930919,-125.27796298154495,240.97903791768562,-557.7946613487654,0.662350594753879,0.6666666666666667
106,40.02024830816285,85.73742476713699,-145.51758659126304,262.93498144001603,-544.7781476397146,0.7398305335815031,0.5928362573099251
107,29.766281137261927,61.888913074462494,-124.2165852478046,267.53955263763004,-558.8815058131075,0.774900396502586,0.6666666666666667
108,36.86411212727697,86.2805588364748,-145.389803892362,266.1326795654544,-544.9089955307569,0.7538992588000916,0.5928362573099251
109,15.76918480437132,58.47959164089241,-118.89363768803804,280.405072172094,-562.5766904782794,0.8321856214473868,0.6834795321637159
110,32.02935285039425,30.03613732199267,-98.66603063278222,258.1487774332197,-575.5809356804053,0.7535856941237284,0.7573099415204646
111,45.728430330981894,27.66324567231152,-99.22073498038321,244.26759074084555,-575.0129265775058,0.697310793249375,0.7573099415204646
112,28.604401123267564,30.629217704778114,-98.52735245726005,261.6190746299105,-575.7229348350055,0.7676544193423169,0.7573099415204646
113,143.22664483738674,279.6765998430156,-298.94424533167086,302.4626483587588,-432.2784816491871,0.1888233559385922,0.031676413255360865
114,171.46035218627392,295.4802230778722,-306.763980069786,333.501972811172,-427.57847551186103,-3.46493938994784e-16,6.914862368707715e-17
115,102.37283822739803,283.6962179823994,-309.56046167337104,263.5240469390541,-424.71518029837205,0.4444444444444441,8.70374376620698e-17
116,165.25061362678144,277.93875377337986,-293.5717513012236,323.543970776123,-436.1261437387002,0.055514007767467864,0.04751461988304126
117,158.42713994611682,260.29238019790336,-280.4043658274586,312.9644869057698,-444.6483940061965,0.11102801553493608,0.09502923976608245
118,150.99253651152924,242.5445970497664,-267.2618123678449,301.7635142489003,-453.14520846307494,0.16654202330240428,0.14254385964912364
119,182.37640897329217,231.40501493489208,-252.54826969229,329.875781572053,-463.250698394109,1.1136477529748839e-15,0.19005847953216332
120,170.0948015036123,245.79598264840274,-266.48872930856317,321.1093871511151,-453.93682124494603,0.05551400776746859,0.1425438596491229
121,104.90348118081687,273.1386758396163,-300.4950732842941,263.65396242226933,-430.69045395585107,0.4295985704999303,0.03167641325536087
122,110.19310685004805,263.050496858114,-291.31856720586063,266.5666520478303,-436.7797251840691,0.39855087252303584,0.06335282651072166
123,110.4300794306908,263.09067184513407,-291.30898322202773,266.8065338255122,-436.7895438799789,0.39709629309795486,0.06335282651072166
124,110.67498494617742,263.1323170905616,-291.2990770948976,267.05447655739954,-436.7996923936815,0.3955928338128642,0.06335282651072166
125,103.07004257840939,276.4894465878098,-303.55701563561814,262.60676714941957,-428.65766297801764,0.44074708550981406,0.021117608836907276
126,110.93277007176522,263.17615412058706,-291.2886494627909,267.3154688101846,-436.8103748324957,0.39401024509171606,0.06335282651072166
127,104.71294635213772,273.10479805934534,-300.5027996607633,263.4607203352125,-430.6825530808447,0.43079749402630874,0.03167641325536087
128,104.5221136338213,273.07255101468434,-300.51052650393353,263.267478600752,-430.67465295098697,0.4319964175526872,0.03167641325536087
129,104.35035471846406,273.0435233107769,-300.517481077076,263.09356135277784,-430.6675434955858,0.4330754487264279,0.03167641325536087
130,104.17858818092617,273.01449490098673,-300.5244360566614,262.91964441195177,-430.6604346891312,0.43415447990016853,0.03167641325536087
131,104.0068163489399,272.98546606922264,-300.5313914561494,262.74572778847937,-430.65332655311704,0.4352335110739092,0.03167641325536087
132,103.83675803236159,272.9567268944168,-300.5382777705442,262.57354960222045,-430.6462901370067,0.4363017584606842,0.03167641325536087
133,103.64780287851482,272.9247935355675,-300.5459297450238,262.3822408949555,-430.638472717639,0.43748870000154527,0.03167641325536087
134,103.45884826695466,272.892857843734,-300.55358227791714,262.19093260985136,-430.6306561898792,0.4386756415424063,0.03167641325536087
135,103.26999986116044,272.86030819337896,-300.56123538713945,261.9996247604919,-430.6228405823361,0.4398625830832674,0.03167641325536087
136,103.08115701343222,272.8279180839571,-300.56888909060604,261.80831736046105,-430.6150259236188,0.4410495246241285,0.03167641325536087
137,102.81787782381605,276.44503852168555,-303.56724485636806,262.3511048116221,-428.64722078995567,0.44234565021165206,0.021117608836907276
138,102.91128413808421,272.7983807341101,-300.57577794661165,261.6361410958362,-430.6079935656646,0.4421177720109034,0.03167641325536087
139,102.73408176178641,272.7683074725152,-300.5829599523533,261.45665196458503,-430.60066337004133,0.4432313937617499,0.03167641325536087
140,102.57811046007899,276.40414509094364,-303.576963673442,262.10822640270106,-428.6373024008472,0.44386428667839817,0.021117608836907276
141,102.55973047558516,272.73862347238736,-300.5900286776541,261.2800081553189,-430.59345024315536,0.44432736460784544,0.03167641325536087
142,102.35096537587326,276.3654758777192,-303.5861719586729,261.87813182429824,-428.62790760590195,0.4453029949100524,0.021117608836907276
143,102.3803636191037,272.7081423520369,-300.5973016176381,261.09827628663595,-430.58603027094904,0.44545490663057763,0.03167641325536087
144,102.21893668789649,272.68074558662784,-300.603847786811,260.9347180005568,-430.5793531313469,0.44646969445103646,0.03167641325536087
145,102.12385986078665,276.3266780296651,-303.5953812345251,261.6480380067556,-428.6185143938764,0.4467417031417065,0.021117608836907276
146,131.87426174418903,239.27768088259637,-268.0354504548266,282.40314583864784,-452.3529657158859,0.27765313441351536,0.14254385964912364
147,108.0538264059606,247.07877371302274,-278.67370748651547,260.9321325762814,-445.02972634875044,0.41419755556069904,0.10834957764782363
148,85.0601033949039,272.6979909819602,-306.101393655436,260.91479244459373,-438.9326621389613,0.5541635141655668,0.031676413255361184
149,85.16163143316041,276.34292874862297,-309.09317232898854,261.6219230710135,-436.9715669335456,0.5538577460989286,0.021117608836907494
150,84.94802489534354,276.379259745989,-309.0845230326451,261.8383268243043,-436.9804195820002,0.5552107965262071,0.021117608836907494
151,85.2215705854187,272.67067005411883,-306.1079310289565,260.7512273125816,-438.92597093555355,0.5531487263451078,0.031676413255361184
152,84.89863163263985,272.7252886573701,-306.0948563308005,261.0783576037213,-438.9393534194222,0.5551783019860257,0.031676413255361184
153,84.73716604148998,272.75264395951604,-306.08831905440996,261.24192278960845,-438.9460447759276,0.5561930898064845,0.031676413255361184
154,84.73439277076767,276.41549564830393,-309.07587382651974,262.0547306272033,-436.9892723726137,0.5565638469534856,0.021117608836907494
155,84.57570585500835,272.78007222455807,-306.0817818256245,261.40548800189924,-438.9527362074685,0.5572078776269433,0.031676413255361184
156,84.52077306480655,276.4518518720424,-309.06722470901747,262.2711344788315,-436.9981253028728,0.5579168973807641,0.021117608836907494
157,84.41430644325547,272.80792118401945,-306.07524464380407,261.5690532402378,-438.9594277130361,0.5582226654474023,0.031676413255361184
158,84.30730581281927,276.4891053752766,-309.05857567854343,262.4875383783103,-437.0069783702641,0.5592699478080426,0.021117608836907494
159,84.25282140065366,272.8353941667751,-306.06870750830876,261.7326185042682,-438.96611929162174,0.5592374532678612,0.031676413255361184
160,84.09129899316991,272.8628134791136,-306.0621704184986,261.89618379363446,-438.9728109422164,0.5602522410883201,0.031676413255361184
161,83.92981628919063,272.8906506889619,-306.05563337373366,262.0597491079808,-438.97950266381145,0.5612670289087789,0.031676413255361184
162,83.76824512885719,272.91796794594165,-306.04909637337386,262.22331444695124,-438.98619445539794,0.5622818167292378,0.031676413255361184
163,83.60667487493001,272.94528382756306,-306.04255941677934,262.38687981018984,-438.9928863159671,0.5632966045496968,0.03167641325536119
164,83.44510690965492,272.9726002576511,-306.0360225033101,262.5504451973407,-438.99957824451013,0.5643113923701556,0.03167641325536119
165,83.28354251001792,272.9999174026799,-306.0294856323262,262.714010608048,-439.0062702400182,0.5653261801906144,0.03167641325536119
166,83.12198308875776,273.0272352185461,-306.0229488031876,262.87757604195576,-439.01296230148245,0.5663409680110734,0.03167641325536119
167,82.96043017874572,273.05455344296513,-306.01641201525445,263.04114149870804,-439.01965442789407,0.5673557558315323,0.03167641325536119
168,82.79888542593264,273.08187159180693,-306.0098752678867,263.204706977949,-439.0263466182443,0.5683705436519911,0.03167641325536119
169,82.63735000495947,273.10918548567355,-306.0033385604444,263.3682724793227,-439.03303887152435,0.56938533147245,0.03167641325536119
170,82.47615986168228,273.138401466821,-305.9968018922875,263.5318380024732,-439.0397311867253,0.5704001192929089,0.03167641325536119
171,76.69513714221156,263.1332119838368,-296.80041308447437,266.94245964329156,-445.14940037041305,0.6044671589611469,0.06335282651072228
172,76.91556494748843,263.09570162325514,-296.8093291707705,266.7193223757121,-445.14026871485123,0.6031141085338684,0.06335282651072228
173,76.47471357314228,263.1707142910621,-296.79149702399934,267.16559692560895,-445.1585320667167,0.6058202093884254,0.06335282651072228
174,77.13589031543134,263.05756126942634,-296.8182452841744,266.4961851236204,-445.13113710206295,0.60176105810659,0.06335282651072228
175,106.9321818893301,239.0789070007266,-272.3537725084553,258.05267336477823,-449.15219595859355,0.4220208970795307,0.1308479532163746
176,103.12070979778231,243.92308122321694,-276.9892382946503,255.41739580725513,-446.059473546534,0.4438043468234645,0.1150097465886942
177,108.40273915795257,234.28544779978392,-268.1808572634428,258.4168481589863,-451.9072092321897,0.4142055588952431,0.14538661468486067
178,111.42227334001718,224.71382206656546,-259.83183899542985,259.225526441139,-457.42055655806536,0.3985748825266679,0.17446393762183277
179,120.10413486090827,211.068402891507,-247.14039267923067,264.6403015191542,-465.8624909597006,0.35328252556092055,0.21807992202729093
180,103.44771754052269,224.7030276986613,-261.2577029006853,251.45065591608412,-456.3677595499057,0.44381635182528056,0.17056530214424975
181,86.71042990409845,237.53130038719198,-277.63070441623404,251.48744534727533,-457.36531699356766,0.5411950382139755,0.13222871994801857
182,84.27852278376417,243.91920159037758,-282.49167613239507,255.27614076083785,-454.40788399890727,0.5560828462320144,0.11500974658869449
183,84.19309140868233,243.93518798016328,-282.4882087163024,255.3629047132368,-454.4114339390901,0.5565902401422438,0.11500974658869449
184,79.26206657177471,247.08727439655038,-284.1730368834698,260.87109115880816,-453.3815664621612,0.586159977016755,0.10834957764782412
185,106.71622503233195,211.95896598818578,-250.27890664399678,251.79202506349014,-463.60691744427373,0.4269138051722841,0.20890188434048115
186,80.38385495061038,239.0905461881166,-277.85291400102335,257.9965193144655,-457.5042473052156,0.5783594364718376,0.13084795321637505
187,58.58170224812491,271.71760193667274,-300.5487986032969,286.5045566910381,-442.9648983003976,0.7180647926175139,0.047514619883041745
188,86.31093144219332,283.4736949849852,-315.10531805538926,262.08050041575154,-432.9956777854869,0.5471574830428989,9.11716201527313e-17
189,51.119628435473544,289.4754598941461,-313.69039502132074,297.72996814984924,-434.4691135825389,0.7735787415214493,1.0028503764177096e-16
190,104.28087432793485,205.56589757499742,-245.50595250524393,247.98908614957705,-466.69667428778126,0.4410832664950922,0.2261208576998053
191,78.92050112027542,234.2963652772001,-273.6804292624494,258.35021152538195,-460.2588492885102,0.586110979872546,0.14538661468486117
192,40.35545941100517,274.8276829638805,-299.81120759581125,304.9633540919752,-443.7202790085191,0.8312754218567893,0.047514619883041745
193,15.922030105978365,295.4802230778722,-312.265851645233,333.38014841561096,-435.928000527329,0.9999999999999998,1.0939845513081062e-16
194,80.6197985306564,211.9657073891878,-255.7791028696182,251.7105569447196,-471.957998552746,0.5733082851567601,0.20890188434048154
195,83.14570426650263,205.558894713074,-251.009691879892,247.81767531566976,-475.04399742623156,0.5586480004879293,0.22612085769980558
196,86.09059556305922,211.93191469449295,-256.68432479307893,246.37283028461997,-471.17150016456446,0.5429051410512521,0.20630279402209264
197,83.05331414406098,205.5736511137464,-251.00595929519133,247.91108101567465,-475.0478195093241,0.5591553943981586,0.22612085769980558
198,106.5077612134566,177.030208420987,-221.83942059440318,243.76984759172043,-482.2298356558547,0.4323110574428126,0.30945419103313865
199,55.86592078150895,239.21679605746726,-273.55187866424944,281.9154794516797,-460.6874253743634,0.7202475240489185,0.14254385964912503
200,105.08149933076375,174.0224017021381,-219.6453350213377,241.70473796869206,-483.64556055238126,0.4400499569621931,0.31741390513320356
201,105.82620331912416,176.91343398099684,-221.86702646922507,243.0793890558817,-482.20160465430223,0.43587188206539584,0.30945419103313865
202,105.14481440744702,176.7959833730799,-221.89463680906812,242.3889330414625,-482.1733806951323,0.43943270668797907,0.30945419103313865
203,103.21625938168047,168.17707150571349,-215.2170245937807,238.57921145382593,-486.51813557410696,0.450199206994827,0.33333333333333337
