vertex,flat_x_mm,flat_y_mm,source_x_mm,source_y_mm,source_z_mm,u,v
0,83.40408637102294,5.000406064861039,2.16139660844023e-05,-130.0,51.189798495157596,-5.370743868130372,1.0
1,81.2241907279737,5.000366562966292,-2.178409609697798,-130.0,51.10990845413769,-5.204925687961028,1.0
2,79.03516300249308,5.000325423817458,-4.354761855092504,-130.0,50.87467816699763,-5.039107507791682,1.0
3,76.83072781008411,5.0002844708853615,-6.525509890360742,-130.0,50.490767387617296,-4.873289327622337,1.0
4,74.60604830446982,5.000243513444474,-8.687128483645218,-130.0,49.96483586987653,-4.707471147452991,1.0
5,72.35763693181887,5.000203407835727,-10.836092403088639,-130.0,49.3035433676552,-4.541652967283646,1.0
6,70.07964973101652,5.000162504418512,-12.972346104823032,-130.0,48.51256561297657,-4.3758347871143,1.0
7,67.77547302547148,5.000124085605989,-15.088154623788997,-130.0,47.60010487321028,-4.210016606944955,1.0
8,65.44461338234535,5.000093284515373,-17.180143510525333,-130.0,46.57224828474475,-4.04419842677561,1.0
9,63.08663066844299,5.000065771125151,-19.245657818986,-130.0,45.43482438988558,-3.8783802466062642,1.0
10,60.701814586252176,5.000041946896175,-21.282042603124953,-130.0,44.19366173093832,-3.712562066436919,1.0
11,57.48218757147717,5.0000247477480855,-23.947320926285766,-130.0,42.387480798609666,-3.491471159544458,1.0
12,53.809971870701794,5.000011536819841,-26.870381262049307,-130.0,40.164670323451226,-3.24274388929044,1.0
13,50.09195179935059,5.000000313498987,-29.705001258441875,-130.0,37.75871880648022,-2.9940166190364215,1.0
14,46.3394453956895,5.0,-32.44068000037784,-130.0,35.19018496336502,-2.7452893487824035,1.0
15,42.56950004301661,5.000011940336577,-35.06262058059181,-130.0,32.48132625028325,-2.4965620785283855,1.0
16,38.79532687429726,5.00003089790755,-37.559923894834036,-130.0,29.651510135802386,-2.2478348082743675,1.0
17,35.03047424739181,5.000049338450225,-39.922065033611425,-130.0,26.71988865237808,-1.9991075380203491,1.0
18,31.289014468573015,5.000074854032192,-42.138519087430886,-130.0,23.705613832466007,-1.7503802677663316,1.0
19,27.585326682102306,5.000109552040897,-44.19876114679934,-130.0,20.62783770852183,-1.5016529975123132,1.0
20,23.93388467067649,5.000151012616982,-46.0922663022237,-130.0,17.505712313001222,-1.2529257272582948,1.0
21,20.34903725729216,5.000193863937341,-47.808509644210865,-130.0,14.358389678359842,-1.0041984570042768,1.0
22,16.843823333158824,5.000234662318775,-49.33585085059392,-130.0,11.20343270709159,-0.7554711867502588,1.0
23,13.42950942236196,5.000276630613314,-50.65965888855004,-130.0,8.056200310360007,-0.5067439164962408,1.0
24,10.129243072357554,5.000316790944169,-51.764693137308655,-130.0,4.946432266373247,-0.258016646242222,1.0
25,7.533752591775567,5.000350441666427,-52.4976203109031,-130.0,2.456575121653488,-0.05562634633773289,1.0
26,5.0,5.000406086414273,-53.1182175013446,-130.0,-5.9732420580876e-10,0.14676395356675798,1.0
27,83.40175127593434,135.00040608031367,2.16139658623577e-05,1.37591641095916e-13,51.189798495157596,-5.370743868130373,-4.289112264682124e-16
28,5.002431931104994,135.00040608031367,-53.1182175013448,5.2083708813302996e-14,-5.973057585371229e-10,0.1467639535667562,2.233405653343305e-16
29,9.710643319698846,135.00032283552733,-51.891967949224295,5.382284014055121e-14,4.545719583671038,-0.2256678243978616,1.793135693876587e-16
30,13.709514982706295,135.00027359231407,-50.5582581607459,5.5307164898962385e-14,8.315625786259337,-0.5273375645491489,1.4365170267085467e-16
31,17.087806997976898,135.00023568205197,-49.235422727928544,5.77315972805081e-14,11.42415652448792,-0.7728754181346558,1.1462546290247344e-16
32,20.129979148575636,135.0001967767779,-47.90925406226588,5.809069709256512e-14,14.162054999628156,-0.9887139192524517,8.911012995805075e-17
33,24.278778522410953,135.0001481880224,-45.92025043595072,6.291157819215325e-14,17.802989057544597,-1.2764985874095114,5.508968603215384e-17
34,29.04932821389798,135.00009733532798,-43.40137791292441,6.783137229523969e-14,21.854337667730874,-1.6002563390862035,1.681668661551981e-17
35,33.89868314218162,135.0000586689938,-40.60707031129899,7.23207704015935e-14,25.81768072963459,-1.9240140907628955,-2.1456312801114154e-17
36,38.79500839665095,135.0000309180963,-37.560539423893445,7.648666175239011e-14,29.650780064417695,-2.2477718424395876,-5.97293122177481e-17
37,43.70716656760632,135.0000100720102,-34.28499704352676,8.043593558880491e-14,33.311397493242154,-2.5715295941162797,-9.800231163438208e-17
