vertex,flat_x_mm,flat_y_mm,source_x_mm,source_y_mm,source_z_mm,u,v
0,88.01830490052743,182.53818052588022,101.49879673437091,267.5723391910061,-570.6028248614334,0.1736742750570861,0.8000000000000006
1,72.49325128866076,188.98449746062767,88.4886549464841,271.383000765382,-580.5427598541891,0.155179200793475,0.8479532163742295
2,88.64904983266064,186.17932513328276,101.64607869781202,271.25782372728617,-570.7536571917009,0.15886306387502633,0.8000000000000006
3,39.673924781887905,151.93690978085152,65.94881656787219,229.52928192207182,-594.3410541800374,0.30787187582848013,0.9239766081871148
4,21.266123778716462,197.89370601331143,46.770008695635894,271.77990219843304,-611.5813974571889,0.1450810075229354,1.0
5,6.376360884239446,112.20703881584055,43.29978126798486,184.9404767283186,-608.0275527472342,0.4605645508634853,1.0000000000000002
6,43.13633236693282,31.01510593058805,72.71266159862945,249.16879664354275,-603.1811170109553,0.7680022606414502,0.9239766081871308
7,21.266782228489603,5.0,52.726261007243096,271.2139908222,-619.594358508705,0.8549189800391725,1.0000000000000007
8,13.539170667549186,49.473969665978586,50.92541260725145,226.14451570566,-617.7501790436742,0.6911837277893224,1.0000000000000004
9,39.400685865646416,52.5312483654732,71.84152409128605,227.36727828692008,-602.289015238306,0.6861346345165249,0.9239766081871308
10,72.49421391727594,13.908028461129362,94.44490725808271,270.817089389149,-588.5557209057109,0.844820793493578,0.8479532163742611
11,85.9337018472028,175.80279548752094,100.49772679786795,260.597306139836,-570.8542894443696,0.20079675190663648,0.8026315789473388
12,86.85725788781896,175.8606620439463,101.22836824300467,260.8053289358522,-570.3258773159369,0.20017793804954198,0.8000000000000006
13,85.32785783491614,172.3036971592403,100.35604267603392,257.05189395354756,-570.7091899513356,0.21486547712522475,0.8026315789473388
14,86.28659191495503,172.56473716698287,101.09491094114799,257.46577939263625,-570.1892029547563,0.2134297695457698,0.8000000000000006
15,86.14850298719394,171.76929513780323,101.06270099489163,256.6597751461509,-570.1562166128218,0.2166973444352116,0.8000000000000006
16,84.72369099254101,168.804150974467,100.21435861203595,253.50648172296428,-570.5640905366049,0.228934202343813,0.8026315789473388
17,85.5104394830395,168.07523450057704,100.91313886257595,252.91722342673154,-570.0030492731114,0.23158296337616033,0.8000000000000006
18,85.44171879847794,167.67752898053052,100.89703415214318,252.51422131148263,-569.9865564551276,0.23321675082088122,0.8000000000000006
19,85.57941680018207,168.4729484089177,100.9292437475128,253.32022556121206,-570.019542325398,0.22994917593143943,0.8000000000000006
