vertex,flat_x_mm,flat_y_mm,source_x_mm,source_y_mm,source_z_mm,u,v
0,228.69412686517873,13.090480744501178,-495.200806771023,-55.6878366353279,-618.458850813701,0.17018561473575675,0.5350976967994083
1,215.9487284409638,11.96235202648802,-495.78422232888,-68.4697470644057,-618.466865978347,0.21279217186210397,0.5350339291937788
2,216.16780748548638,152.51793534597863,-635.0077883541984,-49.259895272825446,-614.1403357712135,0.16432712736515728,0.38724645190949314
3,204.1733669535364,291.8146637850147,-774.814769937348,-42.831953910322696,-609.8218207278941,0.15631375390873622,0.23939520710896256
4,242.07397789910505,294.7093684119988,-773.0679181270909,-4.86484730579343,-609.798013532668,2.592010332019292e-16,0.23959926921987187
5,210.6274733145278,519.675656005605,-1000.1958572879801,-8.250028807004451,-602.8104255090931,-1.45875706353989e-17,-4.291552773449958e-17
6,170.93445770976214,516.3523149401097,-1001.8252861780246,-48.072878127659095,-602.840194335888,0.2222222222222221,-4.852330899457292e-17
7,157.71974934049877,515.2289616275658,-1002.3684459832245,-61.34714215901068,-602.8508843767227,0.2962962962962962,-5.0392569414597363e-17
8,147.97367504496412,514.4136702558726,-1002.7642978662797,-71.13870179685948,-602.6498136326456,0.35094945700324315,-5.177174278147023e-17
9,140.6631622493181,513.8183074771474,-1003.0511104005182,-78.46255667811126,-602.0957841526174,0.3919393275334533,-5.2806122806624894e-17
10,139.29181658490853,513.7126441360391,-1003.1022402555719,-79.82529725438428,-601.8953493269065,0.3996249282578677,-5.3000069061341383e-17
11,137.23495954117658,513.553619720381,-1003.1746820830916,-81.84395922263852,-601.4549158164043,0.41115332934448934,-5.329098844341613e-17
12,136.60984470063784,513.5074791066185,-1003.1955477234693,-82.44871518000528,-601.286560359154,0.41465508117455063,-5.337935520572134e-17
13,136.31973795960047,513.4859849788543,-1003.204557737871,-82.72347483588979,-601.189622446087,0.4162762625773567,-5.342026574382559e-17
14,136.1020275807974,513.4701978524463,-1003.210889032762,-82.92539093015003,-601.1057641619009,0.41749214862946127,-5.345094864740379e-17
15,135.8642819224234,513.4535143151211,-1003.2172675619931,-83.14004780785523,-601.0012848904902,0.4188217200274378,-5.348450040246654e-17
16,135.72251067089212,513.4437524181451,-1003.2207533683654,-83.26430445222617,-600.9318204672585,0.41961540939465114,-5.350452916608555e-17
17,135.5807350327635,513.4347112111872,-1003.2239669627106,-83.38513495328495,-600.8566081689693,0.4204090987618645,-5.3524557929704557e-17
18,135.42276686222868,513.4247250884023,-1003.227217613907,-83.51541569066936,-600.7661886105896,0.421293030044625,-5.3546863949476515e-17
19,135.2646715474917,513.4149004659905,-1003.2301299626764,-83.64108329936245,-600.6692577522158,0.42217696132738547,-5.3569169969248466e-17
20,135.10645642816564,513.4054072948279,-1003.2327105531612,-83.7620157056809,-600.5663176558911,0.42306089261014596,-5.3591475989020424e-17
21,134.89731055254902,513.3935966730746,-1003.2355730816658,-83.91358726170719,-600.4211140548148,0.4242294612216487,-5.362096483624355e-17
22,134.72310095998003,513.3843584481765,-1003.2374138513678,-84.03123802198861,-600.2918199755603,0.4252032683979009,-5.3645538875596156e-17
23,134.59240594441684,513.3779013113256,-1003.2384306221478,-84.11347861288462,-600.1896921686214,0.4259336237800901,-5.3663969405110605e-17
24,134.44947358344638,513.3714364471859,-1003.2391393884129,-84.19648908314947,-600.0727906784934,0.42673226739051384,-5.3684123189134664e-17
25,134.31714750439863,513.3659842628958,-1003.2393686181475,-84.26571372261337,-599.9595576974385,0.42747175221498046,-5.370278410026805e-17
26,134.1980474873447,513.3614414296705,-1003.2391811831454,-84.32070938987161,-599.8535179309083,0.4281372885570004,-5.371957892028809e-17
27,134.09091537166728,513.3580480181131,-1003.2386589473788,-84.36334058059758,-599.7549153601232,0.42873627126481834,-5.373469425830613e-17
28,134.0041143149391,513.3557425088401,-1003.2379544246979,-84.39223489354397,-599.6728295758359,0.42922144725815087,-5.374693768210075e-17
