vertex,flat_x_mm,flat_y_mm,source_x_mm,source_y_mm,source_z_mm,u,v
0,5.0,5.000000000000086,-53.1182175013446,-130.0,-5.97324226273565e-10,6.283185307179586,8.526512829121202e-14
1,8.610764368141645,5.0,-53.012363028513874,-130.00000000000009,-3.608562305635043,6.217462968396851,0.0
2,12.221528736283233,5.0,-52.66974463225062,-130.00000000000009,-7.202381960723399,6.151740629614117,0.0
3,15.832293104424878,5.0,-52.09184169467856,-130.00000000000009,-10.765941315287735,6.086018290831381,0.0
4,19.44305747256658,5.000000000000085,-51.2811495262784,-130.0,-14.283853378835099,6.020295952048646,8.526512829121202e-14
5,5.000000000000023,373.65,-53.1182175013452,238.65,-5.97279045579475e-10,6.283185307179586,368.65
6,19.4430574725666,373.6500000000001,-51.2811495262791,238.65,-14.283853378835099,6.020295952048646,368.6500000000001
7,15.8322931044249,373.65,-52.0918416946792,238.64999999999992,-10.765941315287703,6.086018290831381,368.65
8,12.221528736283254,373.65,-52.66974463225126,238.64999999999992,-7.2023819607233515,6.151740629614117,368.65
9,8.610764368141611,373.65,-53.012363028514514,238.64999999999992,-3.6085623056349787,6.217462968396852,368.65
