vertex,flat_x_mm,flat_y_mm,source_x_mm,source_y_mm,source_z_mm,u,v
0,19.443057472566572,5.000000000000085,-51.2811495262781,-335.0,-14.283853378835099,0.2628893551309399,204.99999999999991
1,15.832293104424927,5.0,-52.09184169467821,-335.0000000000001,-10.765941315287774,0.19716701634820488,205.0
2,12.221528736283322,5.0,-52.66974463225026,-335.0000000000001,-7.2023819607234705,0.1314446775654705,205.0
3,8.610764368141716,5.0,-53.01236302851352,-335.0000000000001,-3.608562305635146,0.06572233878273614,205.0
4,5.000000000000012,5.000000000000085,-53.1182175013442,-335.0,-5.97349380982077e-10,0.0,204.99999999999991
5,5.0,210.0,-53.1182175013446,-130.0,-5.97324226273565e-10,0.0,0.0
6,8.610764368141638,210.0,-53.012363028513874,-130.00000000000009,-3.608562305635043,0.06572233878273497,0.0
7,12.221528736283277,210.0,-52.66974463225062,-130.00000000000009,-7.202381960723399,0.13144467756546993,0.0
8,15.832293104424915,210.0,-52.09184169467856,-130.00000000000009,-10.765941315287735,0.19716701634820488,0.0
9,19.443057472566558,210.00000000000009,-51.2811495262784,-130.0,-14.283853378835099,0.2628893551309399,-8.526512829121202e-14
