vertex,flat_x_mm,flat_y_mm,source_x_mm,source_y_mm,source_z_mm,u,v
0,19.84514385588108,5.00097119205471,51.0002067628131,389.649996632632,-14.392792049956501,1.0000000000000002,7.202600674658368e-17
1,19.654338129443772,156.00055031347293,51.2811927542169,238.65,-14.2838533788156,1.0000000000000002,0.9999999999999997
2,5.211734360997898,156.00055031347273,53.118260729266396,238.65,-5.70174848366354e-10,-1.268547834190258e-16,0.9999999999999993
3,9.11223179618713,156.0003094174274,53.00403181265623,238.65,-3.89882584760169,0.27,0.9999999999999999
4,13.010263153037384,156.00029330560943,52.606099549048146,238.65,-7.776493869605045,0.54,0.9999999999999997
5,16.3312407415519,156.0003092473575,52.04505343412262,238.65,-11.049738104300006,0.7700000000000001,0.9999999999999997
6,5.0,5.000809492679793,52.8073115773462,389.649996632632,0.201558976728789,1.0951431910599344e-17,-1.5882275870650574e-16
7,7.2055883314396,5.0003541168317875,52.98665044851251,389.649996632632,-1.9967269954223674,0.1481712518299239,-1.24617608145929e-16
8,9.409731650953665,5.000147258125101,53.00746805387233,389.649996632632,-4.2007728254107946,0.2963425036598478,-9.041245758535225e-17
9,11.610738247699711,5.0,52.872158078504725,389.649996632632,-6.397617116306067,0.4445137554897718,-5.62073070247755e-17
10,13.806820532424695,5.000029885464178,52.58301419502211,389.649996632632,-8.574582120076721,0.5926850073196955,-2.200215646419878e-17
11,16.000077869923928,5.0002007629329706,52.14097503553257,389.649996632632,-10.722833167057837,0.7408562591496194,1.2202994096377961e-17
12,17.91986787879725,5.0004592344940235,51.6290841211752,389.649996632632,-12.57312072398586,0.8704281295748099,4.2114500421480825e-17
13,9.975968177427104,55.333443669687256,52.97124747958302,339.31666442175475,-4.762651548870081,0.3333333333333333,0.3333333333333333
14,14.876649922111094,55.3334458816752,52.36152755522143,339.31666442175475,-9.62525446206703,0.6666666666666666,0.3333333333333333
15,10.00020623636744,105.66695981511145,52.95383884155225,288.9833322108772,-4.78636734274005,0.3333333333333333,0.6666666666666666
16,14.857307116695715,105.66694123117205,52.34196991125441,288.9833322108772,-9.604772492416078,0.6666666666666666,0.6666666666666666
