vertex,flat_x_mm,flat_y_mm,source_x_mm,source_y_mm,source_z_mm,u,v
0,5.0,5.0,2.16139646472463e-05,389.649996632632,-43.396799006333396,1.0,0.0
1,5.189903650474257,156.05085389744391,2.6391031075871,238.65,-46.704946847555505,1.0,1.0
2,66.79993077615077,156.44858132442636,51.2811927542169,238.65,-14.2838533788156,-1.4108525538188957e-15,0.9999999999999994
3,63.5049975888057,156.4446064486218,49.83936648175212,238.65,-17.246659931015152,0.053473326838732335,1.0000000016920565
4,60.23190845857924,156.4428566660919,48.23345906000263,238.65,-20.09917132426959,0.10659591165703926,0.9999999975707611
5,57.678037447168194,156.4404427456924,46.86518318124228,238.65,-22.255950017630347,0.14804260676898184,1.0000000140435472
6,55.230607835228646,156.4375779491712,45.461879055533316,238.65,-24.261476450621053,0.18776198926723206,1.0000000451602327
7,52.77835724593709,156.4333508156803,43.96719528859141,238.65,-26.205944414169867,0.22756128508773577,1.0000000362187345
8,50.316286377091984,156.4283788541432,42.37977193964077,238.65,-28.08856169029667,0.26752559777782514,0.999999955621228
9,47.84531666944497,156.4223967452866,40.7033643061402,238.65,-29.90453110986858,0.30763683965234095,0.9999998848117644
10,45.37389307063097,156.41576022930585,38.94755402422988,238.65,-31.64449379992812,0.3477553671522608,0.9999999250839035
11,42.91085168695041,156.40694750245888,37.122181645927974,238.65,-33.29890687132699,0.38773581329263496,1.0000000341173252
12,40.45928221522461,156.3967899014678,35.2332653012051,238.65,-34.86245589930462,0.42752796091754786,1.0000000885852405
13,38.01322455973944,156.3856117889283,33.280686819706695,238.65,-36.336614596850374,0.4672299834896623,1.0000000498986235
14,35.56603822496015,156.37136922158862,31.26376984395265,238.65,-37.723464838817755,0.5069509096576532,0.9999999963577895
15,33.11085367210784,156.35664407286,29.180680302346683,238.65,-39.02412608445465,0.5468036779546358,1.0000000053966314
16,30.640716042340735,156.3402820826255,27.028123664005324,238.65,-40.23706323904702,0.5868988768886673,0.9999999788499481
17,28.165424487541415,156.32275086424664,24.818620290001668,238.65,-41.35435974398029,0.6270765827805551,1.000000002710618
18,25.701531303896267,156.30324551616044,22.571582098724654,238.65,-42.36644790441115,0.6670687358753397,1.00000003456569
19,23.247838852134414,156.27995968305476,20.29077242981242,238.65,-43.272754539356626,0.7068956470655271,1.000000015553005
20,20.799319629280156,156.25540807685664,17.976638465849014,238.65,-44.07460185391555,0.7466398794972731,0.9999999989166907
21,18.351200990763523,156.2290910641443,15.629650323852797,238.65,-44.772983746000286,0.7863775089295294,1.000000039006722
22,15.899439986988995,156.20070483500473,13.250391200812675,238.65,-45.36727537000033,0.8261744628370722,1.0000000610710387
23,13.43991486037195,156.17029353408628,10.839479085208172,238.65,-45.85635383896506,0.8660960704892291,1.0000000150167563
24,10.969488480677619,156.13606252750216,8.398312203034596,238.65,-46.23897772212716,0.9061959809142642,0.9999999469187032
25,8.490325839378464,156.102033750729,5.9340448484616335,238.65,-46.513032051829356,0.946434425411457,0.9999999431562229
26,6.84018489559292,156.07658651643135,4.288097050041546,238.65,-46.63389416006498,0.9732164726748513,0.9999999765067261
27,66.79993077615076,5.456174333813553,51.0002067628131,389.649996632632,-14.392792049956501,0.0,0.0
28,63.49085522965032,5.448398124463826,49.336708245665875,389.649996632632,-17.253465339412486,0.053539105459986205,1.449323193798043e-09
29,60.20337027283388,5.441775537509063,47.517758267406286,389.649996632632,-19.992014527450987,0.10672731019088814,-2.507711398315741e-09
30,57.64162785816905,5.4341019052460595,45.99056474171208,389.649996632632,-22.049133229429376,0.14817437902143274,1.3957020825876639e-08
31,55.18386811370007,5.427233329055033,44.438095946563976,389.649996632632,-23.954868839580502,0.18793917023898102,4.436586935846209e-08
32,52.72130926124432,5.419468564113381,42.798919499043365,389.649996632632,-25.793083625928517,0.22778429932497837,3.510903617621777e-08
33,50.24858691159753,5.410929253146076,41.07164556056509,389.649996632632,-27.563011294005655,0.26779670137769607,-4.372838074887249e-08
34,47.76682394824867,5.401493962583739,39.26037767749104,389.649996632632,-29.260140653826884,0.30795784240532587,-1.115873620051058e-07
35,45.284736681441586,5.392197705203795,37.375377137152526,389.649996632632,-30.87576272173809,0.3481270794223965,-7.14042291622428e-08
36,42.81103569134933,5.381115564012888,35.427163799934505,389.649996632632,-32.40101158143083,0.3881583909936637,3.3601545008498774e-08
37,40.34882550773844,5.368398116757602,33.42210954265429,389.649996632632,-33.83103758377426,0.4280017394547487,8.42467482025447e-08
38,37.892262256007214,5.354618783234688,31.360099642101666,389.649996632632,-35.16727170210379,0.46775294582928273,4.63071315433976e-08
39,35.43487660975993,5.339178588646445,29.240448272823315,389.649996632632,-36.41168694169525,0.5075179313837906,-3.474328077593433e-09
40,32.96967902319635,5.3222222686301,27.06118133100151,389.649996632632,-37.56529306369119,0.5474100473255015,5.009153363550024e-09
41,30.48945881644186,5.303900977031574,24.818791712863725,389.649996632632,-38.62656916802195,0.5875456650989814,-1.9325611748069815e-08
42,28.00384830418752,5.282478736033255,22.526165925554327,389.649996632632,-39.58854007623703,0.627767703388734,2.8982418380188073e-09
43,25.528825181642404,5.260260624467561,20.20285465241093,389.649996632632,-40.44311182010536,0.6678162489732598,2.4542541710423255e-08
44,23.063612401569628,5.236719897568863,17.85297564982882,389.649996632632,-41.18991659869957,0.7077061566196696,4.216561528666588e-09
45,20.603923552532528,5.211087458986877,15.477545773184403,389.649996632632,-41.83013019946725,0.7475080680793131,-1.37596709291836e-09
46,18.145551307326862,5.183908221146116,13.077450420261982,389.649996632632,-42.3646281426098,0.7872891626072611,4.810162438557346e-08
47,15.684036112831507,5.154561470048837,10.652966292597913,389.649996632632,-42.792895602261936,0.8271206675856083,6.841361139135221e-08
48,13.21481993728473,5.123799849120365,8.204194036988442,389.649996632632,-43.114015619283734,0.8670774381259898,1.4279126729104782e-08
