vertex,flat_x_mm,flat_y_mm,source_x_mm,source_y_mm,source_z_mm,u,v
0,66.62857209717276,5.000000000000085,-51.2811495262784,-130.0,-14.283853378835099,6.283185307179586,8.526512829121202e-14
1,62.52000062402789,5.0,-49.4570352695321,-130.00000000000009,-17.96422338140247,6.208507499075781,0.0
2,58.411429150883066,5.0,-47.36341840613511,-130.00000000000009,-21.498241576992676,6.133829690971976,0.0
3,54.30285767773819,5.0,-45.011969141297655,-130.00000000000009,-24.866208698619346,6.0591518828681705,0.0
4,50.19428620459331,5.0,-42.41579488542602,-130.00000000000006,-28.049351078503136,5.984474074764365,0.0
5,46.08571473144855,5.0,-39.589367191007774,-130.00000000000006,-31.029925295946562,5.90979626666056,0.0
6,41.97714325830367,5.0,-36.548441085518306,-130.00000000000006,-33.791317082422275,5.835118458556755,0.0
7,37.86857178515879,5.0,-33.3099672500018,-130.00000000000006,-36.31813393255959,5.760440650452949,0.0
8,33.760000312013915,5.0,-29.891997532859524,-130.00000000000006,-38.59629090479862,5.685762842349144,0.0
9,29.651428838869094,5.0,-26.313584325528886,-130.00000000000003,-40.613089133443374,5.611085034245339,0.0
10,25.542857365724274,5.0,-22.59467436095164,-130.00000000000003,-42.35728661447325,5.536407226141534,0.0
11,21.434285892579396,5.0,-18.75599752681818,-130.00000000000003,-43.81916087053978,5.461729418037728,0.0
12,17.32571441943452,5.0,-14.818951313363373,-130.00000000000003,-44.99056314584236,5.3870516099339225,0.0
13,13.217142946289698,5.0,-10.805481539823015,-130.0,-45.86496382879087,5.312373801830118,0.0
14,9.10857147314482,5.0,-6.737960024403739,-130.0,-46.43748884926085,5.237695993726312,0.0
15,5.0,5.0,-2.63905987965629,-130.0,-46.7049468475562,5.163018185622507,0.0
16,66.62857209717276,373.65,-51.2811495262791,238.65,-14.283853378835099,6.283185307179586,368.65
17,5.0,373.65,-2.63905987965693,238.65,-46.7049468475562,5.163018185622507,368.65
18,9.10857147314482,373.65,-6.7379600244043685,238.65,-46.4374888492608,5.237695993726312,368.65
19,13.217142946289698,373.65,-10.805481539823663,238.65,-45.86496382879082,5.312373801830118,368.65
20,17.325714419434576,373.65,-14.818951313364032,238.64999999999998,-44.99056314584231,5.387051609933923,368.65
21,21.434285892579453,373.65,-18.75599752681886,238.64999999999998,-43.819160870539726,5.461729418037729,368.65
22,25.542857365724274,373.65,-22.59467436095232,238.64999999999998,-42.35728661447318,5.5364072261415345,368.65
23,29.65142883886915,373.65,-26.31358432552958,238.64999999999998,-40.613089133443296,5.61108503424534,368.65
24,33.76000031201403,373.65,-29.89199753286022,238.64999999999995,-38.596290904798536,5.6857628423491455,368.65
25,37.868571785158906,373.65,-33.3099672500025,238.64999999999995,-36.3181339325595,5.760440650452951,368.65
26,41.977143258303784,373.65,-36.548441085519016,238.64999999999995,-33.79131708242217,5.835118458556757,368.65
27,46.085714731448604,373.65,-39.58936719100849,238.64999999999995,-31.02992529594644,5.909796266660562,368.65
28,50.19428620459348,373.65,-42.41579488542674,238.64999999999995,-28.049351078502994,5.984474074764368,368.65
29,54.30285767773836,373.65,-45.01196914129837,238.64999999999992,-24.86620869861919,6.059151882868173,368.65
30,58.41142915088324,373.65,-47.363418406135835,238.64999999999992,-21.49824157699249,6.133829690971979,368.65
31,62.52000062402806,373.65,-49.457035269532824,238.64999999999992,-17.96422338140227,6.208507499075784,368.65
