vertex,flat_x_mm,flat_y_mm,source_x_mm,source_y_mm,source_z_mm,u,v
0,306.6344970917785,453.7451372847865,512.6012643222681,91.4945649953019,-5.75031272731495,0.2373459139701904,0.5350000370734331
1,308.44788341391535,435.1784572822738,493.963509714902,92.2590723928609,-5.46924935710718,0.23676416133831021,0.5546990490916268
2,285.764060713457,432.9790795084742,493.031575388,69.4808499678157,-5.48276578686586,0.30172960516424585,0.5546990490897382
3,283.9863957811512,451.654085954318,511.77673172795204,68.7119371904774,-5.7645982252027,0.30359340318389294,0.534886540372244
4,262.22910137293877,449.6622503346107,510.98651231243997,46.87741548469624,-5.521039001653107,0.37133120295852007,0.5347840099040015
5,251.35690724990855,448.6622799938874,510.5920987072644,35.97938861489853,-4.882490249432493,0.4055386623406817,0.5347454152241276
6,248.52293329299678,448.4010678259433,510.4896983019566,33.149967028331176,-4.5713017390605994,0.41384981742941673,0.5347388386951887
7,246.87701789665132,448.2460066776391,510.43051182852673,31.514587900160492,-4.3266824908195805,0.41863422548485635,0.5347366302002167
8,245.36085280469888,448.10496615852753,510.37662581208104,30.025665491219204,-4.005497051000963,0.4233250585083791,0.5347370904634136
9,244.66162560600853,448.041084410381,510.3521444624891,29.34922227993622,-3.8165373892737566,0.42564631197412284,0.5347383494602789
10,244.086117265839,447.9877884951624,510.3323255688607,28.801607206686896,-3.6311391349699624,0.42765628840473624,0.5347400005956418
11,243.5130212645081,447.93470462405924,510.3130317549641,28.268500590921818,-3.413712802609157,0.429784995290686,0.5347424364719415
12,242.9402005593771,447.88251654059695,510.2942135719485,27.748536113389076,-3.1672961127335326,0.4320872642817064,0.534745820035802
13,241.17970625975386,447.72371987099507,510.23841673533457,26.206815907265078,-2.3013957899240127,0.4409022178916505,0.5347598062383657
14,239.4211156895979,447.56728546333164,510.1840932275501,24.70580519231745,-1.370472358133656,0.44974346907456736,0.5347743759255624
15,238.9838220036223,447.52920063978195,510.17126092368926,24.35123630715864,-1.1113152555095407,0.45234918966854626,0.5347788714576354
16,238.69589144710227,447.5047134504531,510.1631521789476,24.127183898937997,-0.9285546975549062,0.45421423081723517,0.5347822419623895
17,238.4063040727516,447.4808640124679,510.1553799026572,23.91242843731418,-0.7325574393374876,0.45621924494351085,0.5347860368814413
18,238.17156384343866,447.4622060997837,510.1494802583481,23.74941559658635,-0.5624033105316583,0.4579358593283434,0.5347894500691096
19,237.9604136653778,447.44606108359494,510.1445803649906,23.614026835227673,-0.39936820588327604,0.4595220635684457,0.5347927741684892
20,237.77016152492365,447.4324151641885,510.14056336214156,23.503033186911026,-0.24406458345406748,0.46096050412105233,0.5347959627720349
21,237.5392124515118,447.4165454377346,510.136169917117,23.381638079590296,-0.04673014453071933,0.4626859851929772,0.5348000600705874
22,237.30051310102152,447.40146584271497,510.1321026694989,23.269256120025272,0.16463626658129804,0.46441079084676834,0.5348045386415812
23,237.0611630657122,447.38769242483,510.12840809944015,23.167171599497607,0.3817901194326761,0.4660494626738483,0.5348092708056276
24,236.74253487397368,447.36965247073965,510.12397711667063,23.044739288212128,0.6767963106197125,0.4680685860805516,0.5348159251492236
25,236.42132124215598,447.35292302084616,510.12018400505616,22.939931969817476,0.9811805989996862,0.46989806467086237,0.5348229831309947
26,236.13345543974907,447.3388503391978,510.11750565070577,22.865926465713134,1.2599797439366103,0.47133999480790145,0.5348295370938616
27,235.84539577730249,447.3265817633581,510.11552487080087,22.811195613783543,1.5433338657504696,0.47257056088816024,0.5348362147148812
28,235.55541583378377,447.31566291061984,510.1140453013157,22.770313687314992,1.8309029859224522,0.4735980196449166,0.5348429677097332
29,235.40965240222098,447.3109437403036,510.1136525913117,22.759462732582122,1.976481330975485,0.47405203305103943,0.534846391417324
30,235.29217827159337,447.30770023718384,510.11363890167274,22.759084474704235,2.0941146626834444,0.4743937191953927,0.5348491717580669
31,235.18623270860007,447.30551900119906,510.1139054687072,22.76644997798682,2.1999368158739787,0.47468527005850286,0.5348516893675082
32,235.0651244280093,447.3037824580602,510.11452039649504,22.783441023596833,2.3199855468943995,0.4750013299848994,0.5348545703675488
33,234.94380657452672,447.30277421519696,510.11544281919083,22.808928448958767,2.4387255324516763,0.47530222463039073,0.5348574529147299
34,234.82219376749094,447.30250206249997,510.1166482851845,22.842236632593668,2.555813565531216,0.47559129516487286,0.5348603352011432
35,234.70031656135092,447.30269180767067,510.11811234286597,22.882689953022584,2.6709064391184243,0.47587188275824166,0.5348632154188799
36,234.57831997028123,447.3033687641491,510.1198105406253,22.92961278876657,2.783660946198708,0.4761469102410652,0.5348660914785326
37,234.45640947907054,447.3048013627506,510.12171842685234,22.982329518346667,2.893733879757474,0.47641702032689437,0.5348689597564091
38,234.33479975505756,447.3067588058512,510.1238124421124,23.040189171944604,3.0008553069515695,0.4766820827090284,0.5348718161086545
39,234.21340903672012,447.3090332202005,510.1260732668525,23.102657931746705,3.1051035155376754,0.47694196645739156,0.5348746563909941
40,234.0517222468011,447.31249090306414,510.12931596408697,23.19225677197089,3.239945591928423,0.4772801961704465,0.5348784112735389
41,233.8699203371365,447.31726614621175,510.1332267826242,23.300316445728846,3.38645936705091,0.47764903534888753,0.5348825803299029
42,233.62786987401506,447.32467405561897,510.1387721833073,23.45354119471133,3.5742976726175835,0.47812086268088133,0.5348880248072081
43,233.26663477554484,447.337484811071,510.1475522662655,23.696143322889466,3.8427254719279995,0.47878395887834846,0.5348958824747114
44,232.86130407414097,447.3528446374171,510.1579436969418,23.98326853672696,4.129500175582087,0.47947263141888674,0.5349042885850008
45,232.3193747186209,447.3733308284826,510.172477932064,24.384863417882073,4.494303781437411,0.48033046460352824,0.5349150491846516
46,231.4273001544599,447.41254822670555,510.19724673486604,25.069249237562552,5.06840659923221,0.48179455800210663,0.5349323342114689
47,230.76788122694762,447.44343221758794,510.21629414013097,25.59554734607724,5.467142602144699,0.483386205785095,0.5349446351254972
48,230.08934485656334,447.477342694699,510.2367281069337,26.160157482115633,5.845431681422617,0.48568527078203133,0.5349566202197592
49,229.0759790217756,447.5296326288743,510.267977715269,27.023614185524224,6.379069554370454,0.4892929513371404,0.5349738252742395
50,228.17018228041587,447.579082902219,510.29663634485206,27.81547965655276,6.822618245714178,0.4923537461994534,0.5349885063707918
51,227.1514563172828,447.637539795892,510.32967037066845,28.72824152946438,7.279875794317395,0.4960100145477762,0.5350039966556849
52,225.78970709354368,447.71969116696306,510.37480746237765,29.975422741819575,7.8342651642485865,0.5015298946756805,0.5350237297554077
53,223.74831625634704,447.84842941185605,510.4437621587685,31.88070725586173,8.580853447295738,0.5094725924256763,0.5350513330297028
54,220.69966633732645,448.0463082918642,510.5485457493237,34.775978540635116,9.558959466542795,0.5193918155904851,0.535089423299845
55,217.28397402838235,448.27541277548954,510.6676975572953,38.068257477813646,10.50092110332353,0.529226049570776,0.5351286063990484
56,213.87342994171755,448.5129931916508,510.7879785481428,41.39173682277115,11.306764630092689,0.5387469963361837,0.5351646339332489
57,209.32417886156298,448.8367589254344,510.9500910844684,45.87106196173032,12.17029385182055,0.5528318906996001,0.535207804951425
58,204.18777312261335,449.2151302630012,511.1345948671415,50.96907875112179,12.909454323669863,0.5689584513150984,0.5352510844223753
